Species_1	Protein_1	Species_2	Protein_2	E-value	Weight	Relationship
UP000005640_9606.fasta	sp|Q9H2G2|SLK_HUMAN	UP000000803_7227.fasta	tr|Q9W179|Q9W179_DROME	7.40162144398e-128	0.898384964798	Ortholog
UP000005640_9606.fasta	sp|Q9H2K8|TAOK3_HUMAN	UP000000589_10090.fasta	sp|Q8BYC6|TAOK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H2X6|HIPK2_HUMAN	UP000000589_10090.fasta	sp|Q9QZR5|HIPK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H2X6|HIPK2_HUMAN	UP000000803_7227.fasta	tr|Q9W0Q1|Q9W0Q1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9H3Y6|SRMS_HUMAN	UP000000589_10090.fasta	sp|Q62270|SRMS_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H422|HIPK3_HUMAN	UP000000589_10090.fasta	sp|Q9ERH7|HIPK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H479|FN3K_HUMAN	UP000000589_10090.fasta	sp|Q9ER35|FN3K_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H4A3|WNK1_HUMAN	UP000000589_10090.fasta	sp|P83741|WNK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H4B4|PLK3_HUMAN	UP000000589_10090.fasta	sp|Q60806|PLK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H5K3|SG196_HUMAN	UP000000589_10090.fasta	sp|Q3TUA9|SG196_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H792|PEAK1_HUMAN	UP000000589_10090.fasta	sp|Q69Z38|PEAK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H8X2|IPPK_HUMAN	UP000000589_10090.fasta	sp|Q6P1C1|IPPK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H8X2|IPPK_HUMAN	UP000000803_7227.fasta	sp|Q9W2Q7|IPPK_DROME	3.14547293741e-18	0.123682313652	Ortholog
UP000005640_9606.fasta	sp|Q9HA64|KT3K_HUMAN	UP000000589_10090.fasta	sp|Q8K274|KT3K_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9HAZ1|CLK4_HUMAN	UP000000589_10090.fasta	sp|O35493|CLK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9HBH9|MKNK2_HUMAN	UP000000589_10090.fasta	sp|Q8CDB0|MKNK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9HBU6|EKI1_HUMAN	UP000000589_10090.fasta	sp|Q9D4V0|EKI1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9HBY8|SGK2_HUMAN	UP000000589_10090.fasta	sp|Q9QZS5|SGK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9HC98|NEK6_HUMAN	UP000000589_10090.fasta	sp|Q9ES70|NEK6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9HCP0|KC1G1_HUMAN	UP000000589_10090.fasta	sp|Q8BTH8|KC1G1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NQU5|PAK6_HUMAN	UP000000589_10090.fasta	sp|Q3ULB5|PAK6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NR20|DYRK4_HUMAN	UP000000589_10090.fasta	sp|Q8BI55|DYRK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NR20|DYRK4_HUMAN	UP000000803_7227.fasta	sp|Q9V3D5|DYRK2_DROME	1.64198051146e-165	1.16447142279	Ortholog
UP000005640_9606.fasta	sp|Q9NRH2|SNRK_HUMAN	UP000000589_10090.fasta	sp|Q8VDU5|SNRK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NRH2|SNRK_HUMAN	UP000000803_7227.fasta	tr|Q0E981|Q0E981_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9NRM7|LATS2_HUMAN	UP000000589_10090.fasta	sp|Q7TSJ6|LATS2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NRP7|STK36_HUMAN	UP000000589_10090.fasta	sp|Q69ZM6|STK36_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NRP7|STK36_HUMAN	UP000000803_7227.fasta	sp|P23647|FUSED_DROME	4.74232010729e-91	0.6382860231	Ortholog
UP000005640_9606.fasta	sp|Q9NSY0|NRBP2_HUMAN	UP000000589_10090.fasta	sp|Q91V36|NRBP2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NSY1|BMP2K_HUMAN	UP000000589_10090.fasta	sp|Q91Z96|BMP2K_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NVF9|EKI2_HUMAN	UP000000589_10090.fasta	sp|A7MCT6|EKI2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NWZ3|IRAK4_HUMAN	UP000000589_10090.fasta	sp|Q8R4K2|IRAK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NY57|ST32B_HUMAN	UP000000589_10090.fasta	sp|Q9JJX8|ST32B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NY57|ST32B_HUMAN	UP000000803_7227.fasta	tr|Q9VN23|Q9VN23_DROME	5.02187216086e-138	0.970241680781	Ortholog
UP000005640_9606.fasta	sp|Q9NYL2|M3K20_HUMAN	UP000000589_10090.fasta	sp|Q9ESL4|M3K20_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NYV4|CDK12_HUMAN	UP000000589_10090.fasta	sp|Q14AX6|CDK12_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NYY3|PLK2_HUMAN	UP000000589_10090.fasta	sp|P53351|PLK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NZJ5|E2AK3_HUMAN	UP000000589_10090.fasta	sp|Q9Z2B5|E2AK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9NZJ5|E2AK3_HUMAN	UP000000803_7227.fasta	sp|Q9NIV1|E2AK3_DROME	9.46815715966e-121	0.84816288529	Ortholog
UP000005640_9606.fasta	sp|Q9P0L2|MARK1_HUMAN	UP000000589_10090.fasta	sp|Q8VHJ5|MARK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9P1W9|PIM2_HUMAN	UP000000589_10090.fasta	sp|Q62070|PIM2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9P286|PAK5_HUMAN	UP000000589_10090.fasta	sp|Q8C015|PAK5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9P286|PAK5_HUMAN	UP000000803_7227.fasta	sp|Q9VXE5|PAKM_DROME	1.79916647368e-175	1.23485711755	Ortholog
UP000005640_9606.fasta	sp|Q9P289|STK26_HUMAN	UP000000589_10090.fasta	sp|Q99JT2|STK26_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9P2K8|E2AK4_HUMAN	UP000000589_10090.fasta	sp|Q9QZ05|E2AK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9P2K8|E2AK4_HUMAN	UP000000803_7227.fasta	tr|A0A0B4KHX7|A0A0B4KHX7_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9UBE8|NLK_HUMAN	UP000000589_10090.fasta	sp|O54949|NLK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UBE8|NLK_HUMAN	UP000000803_7227.fasta	tr|A0A4D6K823|A0A4D6K823_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9UBF8|PI4KB_HUMAN	UP000000589_10090.fasta	sp|Q8BKC8|PI4KB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UBF8|PI4KB_HUMAN	UP000000803_7227.fasta	tr|A0A4D6K881|A0A4D6K881_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9UBS0|KS6B2_HUMAN	UP000000589_10090.fasta	sp|Q9Z1M4|KS6B2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UEE5|ST17A_HUMAN	UP000000803_7227.fasta	sp|Q0KHT7|DAPKR_DROME	4.84267488068e-86	0.602888624281	Ortholog
UP000005640_9606.fasta	sp|Q9UEW8|STK39_HUMAN	UP000000589_10090.fasta	sp|Q9Z1W9|STK39_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UF33|EPHA6_HUMAN	UP000000589_10090.fasta	sp|Q62413|EPHA6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UHD2|TBK1_HUMAN	UP000000589_10090.fasta	sp|Q9WUN2|TBK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UHD2|TBK1_HUMAN	UP000000803_7227.fasta	tr|Q9V3Y8|Q9V3Y8_DROME	3.5345155255e-159	1.11971874737	Ortholog
UP000005640_9606.fasta	sp|Q9UHH9|IP6K2_HUMAN	UP000000589_10090.fasta	sp|Q80V72|IP6K2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UHY1|NRBP_HUMAN	UP000000589_10090.fasta	sp|Q99J45|NRBP_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UHY1|NRBP_HUMAN	UP000000803_7227.fasta	sp|Q9Y0Y6|NRBP_DROME	8.96102672689e-187	1.31472917115	Ortholog
UP000005640_9606.fasta	sp|Q9UIK4|DAPK2_HUMAN	UP000000589_10090.fasta	sp|Q8VDF3|DAPK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UK32|KS6A6_HUMAN	UP000000589_10090.fasta	sp|Q7TPS0|KS6A6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UKE5|TNIK_HUMAN	UP000000589_10090.fasta	sp|P83510|TNIK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UKE5|TNIK_HUMAN	UP000000803_7227.fasta	tr|Q9W002|Q9W002_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9UKI8|TLK1_HUMAN	UP000000589_10090.fasta	sp|Q8C0V0|TLK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UL54|TAOK2_HUMAN	UP000000589_10090.fasta	sp|Q6ZQ29|TAOK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UM73|ALK_HUMAN	UP000000589_10090.fasta	sp|P97793|ALK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UM73|ALK_HUMAN	UP000000803_7227.fasta	tr|Q7KJ08|Q7KJ08_DROME	3.16837497781e-163	1.14832087032	Ortholog
UP000005640_9606.fasta	sp|Q9UPE1|SRPK3_HUMAN	UP000000589_10090.fasta	sp|Q9Z0G2|SRPK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UPZ9|ICK_HUMAN	UP000000589_10090.fasta	sp|Q9JKV2|ICK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UPZ9|ICK_HUMAN	UP000000803_7227.fasta	tr|Q9VL64|Q9VL64_DROME	7.3949577416e-153	1.07505338785	Ortholog
UP000005640_9606.fasta	sp|Q9UQ07|MOK_HUMAN	UP000000589_10090.fasta	sp|Q9WVS4|MOK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9UQB9|AURKC_HUMAN	UP000000589_10090.fasta	sp|O88445|AURKC_MOUSE	7.42221665003e-171	0.859689925285	Ortholog
UP000005640_9606.fasta	sp|Q9UQM7|KCC2A_HUMAN	UP000000589_10090.fasta	sp|P11798|KCC2A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y243|AKT3_HUMAN	UP000000589_10090.fasta	sp|Q9WUA6|AKT3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y243|AKT3_HUMAN	UP000000803_7227.fasta	sp|Q8INB9|AKT1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9Y259|CHKB_HUMAN	UP000000589_10090.fasta	sp|O55229|CHKB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y259|CHKB_HUMAN	UP000000803_7227.fasta	tr|Q8IMF4|Q8IMF4_DROME	8.335754315e-41	0.283223706861	Ortholog
UP000005640_9606.fasta	sp|Q9Y2H1|ST38L_HUMAN	UP000000589_10090.fasta	sp|Q7TSE6|ST38L_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y2H1|ST38L_HUMAN	UP000000803_7227.fasta	sp|Q9NBK5|TRC_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9Y2H9|MAST1_HUMAN	UP000000589_10090.fasta	sp|Q9R1L5|MAST1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y2H9|MAST1_HUMAN	UP000000803_7227.fasta	tr|Q9VUQ9|Q9VUQ9_DROME	7.14142842854e-166	1.16702659411	Ortholog
UP000005640_9606.fasta	sp|Q9Y2I7|FYV1_HUMAN	UP000000589_10090.fasta	sp|Q9Z1T6|FYV1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y2I7|FYV1_HUMAN	UP000000803_7227.fasta	sp|O96838|FYV1_DROME	1.75052849163e-148	1.04414231422	Ortholog
UP000005640_9606.fasta	sp|Q9Y2K2|SIK3_HUMAN	UP000000589_10090.fasta	sp|Q6P4S6|SIK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y2U5|M3K2_HUMAN	UP000000589_10090.fasta	sp|Q61083|M3K2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y3S1|WNK2_HUMAN	UP000000589_10090.fasta	sp|Q3UH66|WNK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y463|DYR1B_HUMAN	UP000000589_10090.fasta	sp|Q9Z188|DYR1B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y4A5|TRRAP_HUMAN	UP000000589_10090.fasta	sp|Q80YV3|TRRAP_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y4A5|TRRAP_HUMAN	UP000000803_7227.fasta	sp|Q8I8U7|TRA1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9Y4K4|M4K5_HUMAN	UP000000589_10090.fasta	sp|Q8BPM2|M4K5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y572|RIPK3_HUMAN	UP000000589_10090.fasta	sp|Q9QZL0|RIPK3_MOUSE	1.64213275955e-179	0.903425582807	Ortholog
UP000005640_9606.fasta	sp|Q9Y5S2|MRCKB_HUMAN	UP000000803_7227.fasta	sp|Q9W1B0|GEK_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9Y616|IRAK3_HUMAN	UP000000589_10090.fasta	sp|Q8K4B2|IRAK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y6E0|STK24_HUMAN	UP000000589_10090.fasta	sp|Q99KH8|STK24_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y6M4|KC1G3_HUMAN	UP000000803_7227.fasta	tr|A0A0B4KHL4|A0A0B4KHL4_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q9Y6R4|M3K4_HUMAN	UP000000589_10090.fasta	sp|O08648|M3K4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9Y6R4|M3K4_HUMAN	UP000000803_7227.fasta	tr|Q8MSQ4|Q8MSQ4_DROME	1.64124952399e-133	0.938340746125	Ortholog
UP000005640_9606.fasta	sp|Q9Y6S9|RPKL1_HUMAN	UP000000589_10090.fasta	sp|Q8R2S1|RPKL1_MOUSE	1e-200	1.01063024955	Ortholog
UP000000589_10090.fasta	sp|Q99PW4|PRPK_MOUSE	UP000000589_10090.fasta	tr|Q5U452|Q5U452_MOUSE	4.17e-180	0.945647784675	In-paralog
UP000000803_7227.fasta	sp|O62618|MK38A_DROME	UP000000803_7227.fasta	sp|O61443|MK38B_DROME	1e-200	1.53204240795	In-paralog
UP000000803_7227.fasta	sp|Q09147|FGFR2_DROME	UP000000803_7227.fasta	sp|Q07407|FGFR1_DROME	1e-200	1.53204240795	In-paralog
UP000000803_7227.fasta	sp|Q9V422|RYK2_DROME	UP000000803_7227.fasta	sp|Q27324|RYK1_DROME	1.09087121146e-190	1.45515093468	In-paralog
UP000000803_7227.fasta	sp|Q9VM90|SBKH_DROME	UP000000803_7227.fasta	tr|A1ZAH6|A1ZAH6_DROME	2.87246235833e-69	0.525044305282	In-paralog
UP000000803_7227.fasta	tr|Q9VMS5|Q9VMS5_DROME	UP000000803_7227.fasta	tr|A1Z6I7|A1Z6I7_DROME	1.68486794735e-65	0.49617823999	In-paralog
UP000000803_7227.fasta	tr|Q9W2R3|Q9W2R3_DROME	UP000000803_7227.fasta	tr|Q0E8Y1|Q0E8Y1_DROME	1e-200	1.53204240795	In-paralog
UP000000803_7227.fasta	tr|R9PY37|R9PY37_DROME	UP000000803_7227.fasta	tr|Q59DZ7|Q59DZ7_DROME	1e-200	1.53204240795	In-paralog
UP000005640_9606.fasta	sp|P57059|SIK1_HUMAN	UP000005640_9606.fasta	sp|A0A0B4J2F2|SIK1B_HUMAN	1e-200	1.0	In-paralog
UP000005640_9606.fasta	sp|Q9UQ88|CD11A_HUMAN	UP000005640_9606.fasta	sp|P21127|CD11B_HUMAN	1e-200	1.0	In-paralog
UP000000803_7227.fasta	sp|O62618|MK38A_DROME	UP000000589_10090.fasta	sp|P47811|MK14_MOUSE	1e-200	1.37523445952	Co-ortholog
UP000000803_7227.fasta	sp|Q09147|FGFR2_DROME	UP000000589_10090.fasta	sp|Q61851|FGFR3_MOUSE	3.1188138771e-147	1.00740057112	Co-ortholog
UP000000803_7227.fasta	sp|Q27324|RYK1_DROME	UP000000589_10090.fasta	sp|Q01887|RYK_MOUSE	5.73524193038e-97	0.661772780388	Co-ortholog
UP000000803_7227.fasta	sp|Q9VM90|SBKH_DROME	UP000000589_10090.fasta	sp|Q8QZX0|SBK1_MOUSE	5.71067421589e-51	0.345481674342	Co-ortholog
UP000000803_7227.fasta	tr|Q9VMS5|Q9VMS5_DROME	UP000000589_10090.fasta	sp|O08901|BUB1_MOUSE	7.53392328074e-47	0.317149549152	Co-ortholog
UP000000803_7227.fasta	tr|Q9VRJ6|Q9VRJ6_DROME	UP000000589_10090.fasta	tr|Q5U452|Q5U452_MOUSE	2.97492857057e-66	0.450571665355	Co-ortholog
UP000000803_7227.fasta	tr|Q9W2R3|Q9W2R3_DROME	UP000000589_10090.fasta	sp|P70182|PI51A_MOUSE	4.26721220471e-174	1.19212099941	Co-ortholog
UP000000803_7227.fasta	tr|R9PY37|R9PY37_DROME	UP000000589_10090.fasta	sp|Q62371|DDR2_MOUSE	1.71505101965e-69	0.472844959213	Co-ortholog
UP000005640_9606.fasta	sp|A0A0B4J2F2|SIK1B_HUMAN	UP000000589_10090.fasta	sp|Q60670|SIK1_MOUSE	1e-200	1.01063024955	Co-ortholog
UP000005640_9606.fasta	sp|O43683|BUB1_HUMAN	UP000000803_7227.fasta	tr|Q9VMS5|Q9VMS5_DROME	1.78833721652e-43	0.302080967418	Co-ortholog
UP000005640_9606.fasta	sp|P22607|FGFR3_HUMAN	UP000000803_7227.fasta	sp|Q09147|FGFR2_DROME	6.35393578816e-148	1.04018589642	Co-ortholog
UP000005640_9606.fasta	sp|P34925|RYK_HUMAN	UP000000803_7227.fasta	sp|Q27324|RYK1_DROME	3.57983239831e-87	0.610882551849	Co-ortholog
UP000005640_9606.fasta	sp|Q16539|MK14_HUMAN	UP000000803_7227.fasta	sp|O62618|MK38A_DROME	1e-200	1.41332527025	Co-ortholog
UP000005640_9606.fasta	sp|Q16832|DDR2_HUMAN	UP000000803_7227.fasta	tr|R9PY37|R9PY37_DROME	3.75291886403e-69	0.483538365887	Co-ortholog
UP000005640_9606.fasta	sp|Q52WX2|SBK1_HUMAN	UP000000803_7227.fasta	sp|Q9VM90|SBKH_DROME	6.64529909033e-51	0.354585541045	Co-ortholog
UP000005640_9606.fasta	sp|Q96S44|PRPK_HUMAN	UP000000589_10090.fasta	tr|Q5U452|Q5U452_MOUSE	6.06976111556e-145	0.728749446383	Co-ortholog
UP000005640_9606.fasta	sp|Q99755|PI51A_HUMAN	UP000000803_7227.fasta	tr|Q9W2R3|Q9W2R3_DROME	3.33976047045e-172	1.21175883193	Co-ortholog
UP000005640_9606.fasta	sp|Q9UQ88|CD11A_HUMAN	UP000000589_10090.fasta	sp|P24788|CD11B_MOUSE	1e-200	1.01063024955	Co-ortholog
UP000005640_9606.fasta	sp|Q9UQ88|CD11A_HUMAN	UP000000803_7227.fasta	sp|Q9VPC0|KP58_DROME	1e-200	1.41332527025	Co-ortholog
